failure,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_14,xmeas_15,xmeas_17,xmeas_18,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_4,xmv_10
0.0,good_498,319,0.23288,3630.6,4488.3,27.005,42.628,2693.7,75.288,120.4,0.34522,79.945,48.336,24.433,48.903,22.119,65.394,340.95,94.734,76.979,32.246,8.8855,26.033,7.1426,18.661,1.6679,33.061,13.786,23.84,1.227,18.798,2.2483,4.8176,2.3591,0.021653,0.84337,0.10372,53.54,43.65,63.657,53.222,59.7,41.044
0.0,good_498,320,0.23406,3660.8,4457.0,26.709,42.199,2693.4,75.175,120.39,0.34585,79.903,50.057,26.695,49.929,23.401,65.36,340.95,94.865,77.167,32.246,8.8855,26.033,7.1426,18.661,1.6679,33.061,13.786,23.84,1.227,18.798,2.2483,4.8176,2.3591,0.021653,0.84337,0.10372,53.54,43.65,63.137,53.597,61.581,40.806
0.0,good_498,321,0.24912,3584.5,4524.3,26.999,42.444,2696.3,74.73,120.39,0.32419,80.119,48.558,25.451,50.163,22.099,65.392,340.96,94.818,77.492,32.383,8.8501,26.195,7.1535,18.935,1.6484,33.25,13.906,23.75,1.4034,18.681,2.2971,4.7853,2.2051,0.031522,0.86329,0.081275,53.815,43.515,62.154,53.984,63.44,41.079
0.0,good_498,322,0.24999,3608.6,4515.9,26.907,42.299,2700.9,75.291,120.38,0.32521,80.369,50.574,23.668,52.507,22.661,65.453,340.81,94.824,77.498,32.383,8.8501,26.195,7.1535,18.935,1.6484,33.25,13.906,23.75,1.4034,18.681,2.2971,4.7853,2.2051,0.031522,0.86329,0.081275,53.815,43.515,61.739,54.085,63.586,40.088
0.0,good_498,323,0.236,3615.2,4509.3,27.024,41.621,2702.6,74.271,120.4,0.33925,80.515,50.795,25.434,48.727,22.735,65.538,340.96,94.833,77.605,32.157,9.0233,25.804,6.8578,18.382,1.676,32.424,13.755,23.86,1.1867,18.71,2.2682,4.8394,2.3055,0.031522,0.86329,0.081275,53.815,43.515,61.28,53.488,60.819,39.992
0.0,good_498,324,0.23632,3622.3,4478.4,27.069,42.082,2701.0,74.582,120.4,0.33708,80.21,51.681,24.684,52.394,22.861,65.6,341.08,94.916,77.058,32.157,9.0233,25.804,6.8578,18.382,1.676,32.424,13.755,23.86,1.1867,18.71,2.2682,4.8394,2.3055,0.031522,0.86329,0.081275,53.815,43.515,61.157,53.858,62.2,40.976
0.0,good_498,325,0.25524,3670.6,4548.4,27.028,42.049,2702.0,75.243,120.4,0.32261,80.078,48.715,25.627,49.066,23.449,65.545,341.21,94.805,77.098,32.227,8.7808,25.744,6.76,19.138,1.6462,32.617,13.889,24.005,1.0491,19.302,2.2512,4.9541,2.2702,0.031522,0.86329,0.081275,53.815,43.515,62.803,54.397,60.013,41.228
0.0,good_498,326,0.25465,3627.9,4575.6,26.979,42.262,2701.5,75.6,120.42,0.31938,79.906,51.239,25.319,51.106,23.748,65.502,341.2,94.692,77.044,32.227,8.7808,25.744,6.76,19.138,1.6462,32.617,13.889,24.005,1.0491,19.302,2.2512,4.9541,2.2702,0.010836,0.84782,0.1119,54.408,43.636,63.538,54.072,60.802,41.572
0.0,good_498,327,0.24934,3657.2,4440.0,26.847,42.336,2705.2,74.576,120.44,0.33611,80.241,48.389,25.082,48.907,22.393,65.49,341.33,94.595,77.983,31.819,8.8873,26.034,6.6558,18.876,1.6868,33.136,13.949,24.137,1.2408,19.004,2.2452,4.7573,2.2453,0.010836,0.84782,0.1119,54.408,43.636,63.961,53.842,60.9,41.907
0.0,good_498,328,0.24771,3687.1,4482.5,26.775,42.211,2704.3,74.929,120.44,0.33545,80.342,51.155,23.915,50.396,22.821,65.605,340.98,94.55,77.419,31.819,8.8873,26.034,6.6558,18.876,1.6868,33.136,13.949,24.137,1.2408,19.004,2.2452,4.7573,2.2453,0.010836,0.84782,0.1119,54.408,43.636,63.446,53.332,60.185,41.056
0.0,good_498,329,0.29128,3720.4,4474.6,26.469,42.412,2703.8,74.204,120.42,0.34407,80.187,50.607,23.169,50.721,23.227,65.663,341.06,94.398,76.96,32.04,8.86,26.507,6.8801,18.541,1.6824,33.241,13.964,23.628,1.4461,18.81,2.2663,4.8541,2.2595,0.010836,0.84782,0.1119,54.408,43.636,63.951,54.032,61.859,41.482
0.0,good_498,330,0.28984,3754.5,4487.1,26.968,42.31,2702.5,75.176,120.42,0.3423,80.083,50.527,24.352,48.73,22.973,65.656,341.31,94.428,77.167,32.04,8.86,26.507,6.8801,18.541,1.6824,33.241,13.964,23.628,1.4461,18.81,2.2663,4.8541,2.2595,0.010836,0.84782,0.1119,54.408,43.636,63.363,53.883,61.138,41.216
0.0,good_498,331,0.27392,3676.1,4515.8,26.64,42.037,2701.6,74.393,120.39,0.34723,80.142,48.311,25.545,48.259,24.051,65.663,341.41,94.408,77.013,32.54,8.7119,25.977,6.9411,18.924,1.6372,33.05,13.846,23.882,1.2364,18.866,2.2415,4.8857,2.287,0.036844,0.84448,0.093887,54.384,43.587,62.853,54.373,60.184,40.364
0.0,good_498,332,0.2728,3635.6,4529.1,27.312,42.37,2702.3,75.486,120.42,0.34436,80.171,49.392,23.869,49.791,22.816,65.677,341.61,94.51,77.698,32.54,8.7119,25.977,6.9411,18.924,1.6372,33.05,13.846,23.882,1.2364,18.866,2.2415,4.8857,2.287,0.036844,0.84448,0.093887,54.384,43.587,63.549,54.213,60.054,41.496
0.0,good_498,333,0.2227,3646.9,4484.1,26.822,41.994,2704.6,75.111,120.4,0.33633,80.432,50.451,23.987,47.285,22.558,65.74,341.65,94.619,77.929,32.147,9.0852,25.969,7.0221,18.867,1.6886,32.516,13.999,24.198,1.2652,18.88,2.264,4.8455,2.3876,0.036844,0.84448,0.093887,54.384,43.587,62.793,53.818,61.623,41.318
0.0,good_498,334,0.22317,3667.8,4466.2,26.929,42.528,2703.9,75.422,120.38,0.3327,80.506,51.259,25.878,49.915,23.084,65.847,341.62,94.495,77.474,32.147,9.0852,25.969,7.0221,18.867,1.6886,32.516,13.999,24.198,1.2652,18.88,2.264,4.8455,2.3876,0.036844,0.84448,0.093887,54.384,43.587,62.434,54.032,59.8,40.884
0.0,good_498,335,0.26015,3618.6,4472.3,27.12,42.341,2702.1,75.127,120.39,0.35059,80.241,47.861,25.626,48.749,22.992,65.891,341.9,94.73,77.175,32.371,8.9413,26.023,7.0405,18.622,1.6574,32.991,13.882,23.79,1.2905,18.734,2.28,4.8454,2.3176,0.036844,0.84448,0.093887,54.384,43.587,62.475,54.078,61.291,41.488
0.0,good_498,336,0.25765,3639.6,4503.1,26.931,42.402,2699.5,76.022,120.38,0.35032,79.979,49.587,24.499,49.744,22.438,65.848,341.48,94.677,76.952,32.371,8.9413,26.023,7.0405,18.622,1.6574,32.991,13.882,23.79,1.2905,18.734,2.28,4.8454,2.3176,0.010602,0.84596,0.099098,53.523,43.03,62.115,53.709,57.517,40.741
0.0,good_498,337,0.23364,3644.0,4537.0,26.926,42.557,2700.0,74.611,120.4,0.3389,79.785,51.927,23.652,50.21,23.044,65.735,341.82,94.935,77.267,32.26,8.7996,25.975,6.8013,18.809,1.648,32.658,13.936,23.588,1.1206,18.287,2.2099,4.935,2.3318,0.010602,0.84596,0.099098,53.523,43.03,61.737,53.911,63.38,40.807
0.0,good_498,338,0.23663,3622.3,4467.0,26.824,42.72,2703.3,75.438,120.38,0.33914,80.032,50.013,25.235,50.723,23.736,65.698,341.97,94.71,77.299,32.26,8.7996,25.975,6.8013,18.809,1.648,32.658,13.936,23.588,1.1206,18.287,2.2099,4.935,2.3318,0.010602,0.84596,0.099098,53.523,43.03,62.11,54.749,62.556,39.989
0.0,good_498,339,0.24495,3691.7,4519.8,26.868,42.139,2706.6,74.622,120.42,0.34605,80.171,49.408,26.43,49.864,22.621,65.738,342.1,94.74,77.411,32.383,8.8405,26.729,6.8218,18.932,1.6848,33.232,13.805,24.162,1.4143,18.557,2.2756,4.8015,2.3803,0.010602,0.84596,0.099098,53.523,43.03,62.978,53.669,62.149,41.252
0.0,good_498,340,0.24757,3690.6,4515.8,27.17,42.17,2707.0,74.79,120.39,0.34905,80.201,50.654,25.545,49.256,23.094,65.775,342.31,94.455,77.386,32.383,8.8405,26.729,6.8218,18.932,1.6848,33.232,13.805,24.162,1.4143,18.557,2.2756,4.8015,2.3803,0.010602,0.84596,0.099098,53.523,43.03,62.997,53.716,61.024,41.149
0.0,good_498,341,0.23325,3671.2,4482.8,26.779,42.041,2708.4,74.667,120.43,0.33311,80.345,50.239,24.428,49.714,22.656,65.814,342.39,94.491,77.736,31.829,8.9716,25.961,6.6713,18.789,1.6411,33.548,13.878,23.491,1.228,18.764,2.2561,4.7491,2.341,0.0085912,0.83495,0.10839,54.279,42.964,63.217,53.794,60.862,41.8
0.0,good_498,342,0.2324,3649.4,4533.3,26.789,42.265,2708.6,75.124,120.45,0.32959,80.412,50.649,26.102,51.609,22.765,65.91,341.95,94.527,77.595,31.829,8.9716,25.961,6.6713,18.789,1.6411,33.548,13.878,23.491,1.228,18.764,2.2561,4.7491,2.341,0.0085912,0.83495,0.10839,54.279,42.964,63.593,53.189,62.704,41.986
0.0,good_498,343,0.28868,3697.0,4505.3,26.773,42.582,2707.0,74.316,120.4,0.3428,80.167,50.08,24.616,49.082,22.921,65.939,341.72,94.428,77.15,32.191,8.9279,26.503,6.6648,18.505,1.6688,33.218,13.896,23.727,1.0985,18.02,2.2712,4.8127,2.3496,0.0085912,0.83495,0.10839,54.279,42.964,64.22,53.861,58.73,41.142
0.0,good_498,344,0.28963,3687.7,4489.9,26.68,42.79,2704.8,74.984,120.42,0.34063,79.968,49.965,25.212,49.986,23.4,65.894,342.74,94.362,77.267,32.191,8.9279,26.503,6.6648,18.505,1.6688,33.218,13.896,23.727,1.0985,18.02,2.2712,4.8127,2.3496,0.0085912,0.83495,0.10839,54.279,42.964,64.38,54.045,62.989,41.73
0.0,good_498,345,0.25347,3775.6,4494.0,26.799,42.164,2704.7,75.06,120.39,0.34037,79.936,49.597,25.866,50.234,24.318,65.839,342.56,94.338,77.024,32.297,8.786,26.296,6.9144,19.048,1.6587,32.835,13.684,24.1,1.3964,18.217,2.2716,4.9863,2.3092,0.0085912,0.83495,0.10839,54.279,42.964,63.127,54.716,59.786,41.348
0.0,good_498,346,0.25483,3763.3,4559.9,27.086,42.38,2704.6,74.529,120.4,0.33908,79.976,51.079,24.27,50.491,21.973,65.824,342.3,94.433,77.427,32.297,8.786,26.296,6.9144,19.048,1.6587,32.835,13.684,24.1,1.3964,18.217,2.2716,4.9863,2.3092,0.018742,0.82457,0.1066,53.781,43.098,63.339,53.927,61.646,42.121
0.0,good_498,347,0.24478,3663.0,4472.5,27.027,42.149,2705.0,74.899,120.39,0.31847,80.068,50.387,24.486,49.528,24.128,65.839,342.34,94.359,77.239,31.878,8.8667,26.341,6.8886,18.53,1.6759,33.599,14.003,23.925,1.2491,18.5,2.3026,4.8513,2.3148,0.018742,0.82457,0.1066,53.781,43.098,62.963,53.638,61.795,40.691
0.0,good_498,348,0.2425,3641.8,4474.8,27.273,42.299,2705.8,74.285,120.4,0.31931,80.056,50.945,25.257,50.356,23.394,65.842,342.78,94.528,77.265,31.878,8.8667,26.341,6.8886,18.53,1.6759,33.599,14.003,23.925,1.2491,18.5,2.3026,4.8513,2.3148,0.018742,0.82457,0.1066,53.781,43.098,63.328,53.611,63.694,41.241
0.0,good_498,349,0.28472,3637.6,4536.8,26.763,42.459,2705.3,74.487,120.4,0.35501,79.971,50.318,26.295,50.348,21.844,65.847,342.56,94.536,77.354,32.446,8.8862,25.718,6.9372,19.016,1.6534,33.099,13.886,24.183,1.3648,18.378,2.2846,4.8453,2.2517,0.018742,0.82457,0.1066,53.781,43.098,63.608,54.139,61.053,41.401
0.0,good_498,350,0.28727,3674.0,4549.0,27.084,42.368,2707.2,75.32,120.39,0.3538,80.033,50.695,24.099,50.427,23.925,65.832,342.84,94.498,77.602,32.446,8.8862,25.718,6.9372,19.016,1.6534,33.099,13.886,24.183,1.3648,18.378,2.2846,4.8453,2.2517,0.018742,0.82457,0.1066,53.781,43.098,62.981,53.992,63.205,40.661
0.0,good_498,351,0.22748,3665.0,4480.2,27.188,42.979,2709.5,75.025,120.41,0.33895,80.318,50.184,24.256,49.84,23.129,65.874,343.12,94.497,77.629,32.45,8.7776,26.298,6.7549,18.789,1.6823,32.845,13.84,23.823,1.234,18.296,2.307,4.8277,2.3553,0.011168,0.82036,0.098409,53.653,44.135,62.68,53.624,61.594,41.792
0.0,good_498,352,0.22918,3681.0,4456.2,26.882,42.574,2707.5,74.568,120.38,0.34032,80.167,49.487,24.724,51.52,23.507,65.916,343.05,94.624,76.993,32.45,8.7776,26.298,6.7549,18.789,1.6823,32.845,13.84,23.823,1.234,18.296,2.307,4.8277,2.3553,0.011168,0.82036,0.098409,53.653,44.135,62.406,53.912,61.678,40.38
0.0,good_498,353,0.22673,3687.8,4507.1,26.784,42.649,2705.0,75.643,120.4,0.33794,79.916,49.129,26.249,50.061,23.574,65.884,343.14,94.422,77.072,32.362,8.8674,26.596,6.8426,18.496,1.6123,33.13,13.833,24.089,1.229,18.741,2.2481,4.9489,2.2817,0.011168,0.82036,0.098409,53.653,44.135,63.921,53.838,60.827,41.304
0.0,good_498,354,0.22869,3689.9,4518.4,27.033,42.014,2705.5,75.362,120.38,0.33661,80.012,49.715,26.736,48.99,23.506,65.831,342.67,94.639,77.319,32.362,8.8674,26.596,6.8426,18.496,1.6123,33.13,13.833,24.089,1.229,18.741,2.2481,4.9489,2.2817,0.011168,0.82036,0.098409,53.653,44.135,63.884,53.703,61.437,41.068
0.0,good_498,355,0.23362,3650.5,4523.0,27.074,42.555,2703.5,76.333,120.38,0.33716,79.93,50.136,24.512,50.685,23.235,65.826,342.11,94.415,77.082,32.217,8.9528,26.232,6.7353,18.331,1.6666,32.963,13.846,24.141,1.0858,18.502,2.2482,4.78,2.2768,0.011168,0.82036,0.098409,53.653,44.135,63.873,54.388,59.854,41.291
0.0,good_498,356,0.23553,3664.0,4540.7,26.47,42.228,2704.6,75.456,120.37,0.33481,80.061,50.914,25.375,51.83,23.121,65.812,342.38,94.63,77.374,32.217,8.9528,26.232,6.7353,18.331,1.6666,32.963,13.846,24.141,1.0858,18.502,2.2482,4.78,2.2768,0.031929,0.82353,0.092797,54.067,44.235,63.64,54.177,63.413,40.835
0.0,good_498,357,0.2475,3724.2,4507.8,27.172,42.393,2703.6,74.031,120.42,0.33705,80.013,49.972,22.818,49.014,22.977,65.813,341.92,94.356,77.378,32.511,8.9665,26.657,6.9842,18.41,1.6779,33.423,13.793,24.333,1.3114,18.479,2.3002,4.8683,2.211,0.031929,0.82353,0.092797,54.067,44.235,63.632,55.037,59.689,41.256
0.0,good_498,358,0.24618,3728.6,4553.3,26.594,42.493,2703.7,73.868,120.39,0.33826,80.029,48.899,25.909,52.071,23.033,65.795,341.92,94.588,77.251,32.511,8.9665,26.657,6.9842,18.41,1.6779,33.423,13.793,24.333,1.3114,18.479,2.3002,4.8683,2.211,0.031929,0.82353,0.092797,54.067,44.235,63.557,54.491,60.506,41.302
0.0,good_498,359,0.21559,3683.0,4551.1,27.171,42.172,2704.4,75.385,120.39,0.33252,80.268,52.615,24.009,49.479,23.229,65.842,341.7,94.435,77.368,32.075,8.9115,26.468,6.8616,18.328,1.6842,33.121,13.775,23.42,1.2857,18.527,2.2894,4.8812,2.2602,0.031929,0.82353,0.092797,54.067,44.235,62.181,54.393,59.485,41.364
0.0,good_498,360,0.21726,3662.1,4544.9,26.98,42.313,2702.5,74.417,120.38,0.33203,80.06,50.865,25.548,49.822,23.107,65.814,341.03,94.771,77.097,32.075,8.9115,26.468,6.8616,18.328,1.6842,33.121,13.775,23.42,1.2857,18.527,2.2894,4.8812,2.2602,0.031929,0.82353,0.092797,54.067,44.235,62.539,54.466,60.448,41.233
0.0,good_498,361,0.25838,3680.5,4576.5,26.754,42.326,2704.2,75.101,120.38,0.32776,80.184,48.667,25.615,49.65,23.315,65.805,341.33,94.507,77.664,32.217,8.7759,26.219,7.0617,18.733,1.6824,32.869,13.827,24.067,1.206,18.691,2.2873,4.8872,2.3556,0.015561,0.84395,0.091074,54.669,43.958,63.26,54.357,61.756,40.777
0.0,good_498,362,0.25736,3677.6,4550.3,26.75,42.073,2705.7,75.175,120.42,0.33028,80.428,49.401,26.535,50.537,23.6,65.844,340.8,94.595,77.399,32.217,8.7759,26.219,7.0617,18.733,1.6824,32.869,13.827,24.067,1.206,18.691,2.2873,4.8872,2.3556,0.015561,0.84395,0.091074,54.669,43.958,63.309,54.671,60.518,41.066
0.0,good_498,363,0.24302,3633.1,4517.9,26.912,42.425,2704.6,75.559,120.35,0.33629,80.288,50.111,24.277,50.638,22.814,65.858,340.93,94.504,77.249,31.486,8.7655,26.151,6.8145,18.413,1.639,33.429,13.987,24.153,1.1544,18.857,2.2602,4.8476,2.2496,0.015561,0.84395,0.091074,54.669,43.958,62.245,54.109,59.92,40.09
0.0,good_498,364,0.24509,3619.9,4530.6,27.352,42.402,2704.5,75.23,120.4,0.33531,80.149,51.509,24.715,49.981,22.108,65.821,340.69,94.783,77.543,31.486,8.7655,26.151,6.8145,18.413,1.639,33.429,13.987,24.153,1.1544,18.857,2.2602,4.8476,2.2496,0.015561,0.84395,0.091074,54.669,43.958,62.472,53.957,61.526,41.338
0.0,good_498,365,0.31684,3682.6,4564.9,26.975,42.711,2705.8,74.601,120.4,0.35296,80.17,49.78,24.759,51.568,21.517,65.776,341.3,94.449,77.238,32.332,9.0193,26.664,6.7802,19.147,1.6738,32.708,13.862,24.0,1.1232,18.465,2.2703,4.8241,2.3432,0.015561,0.84395,0.091074,54.669,43.958,63.509,54.364,62.064,40.907
0.0,good_498,366,0.31713,3659.5,4577.0,26.854,42.315,2705.4,75.236,120.41,0.35319,80.011,51.194,23.485,50.28,23.786,65.718,340.99,94.642,77.355,32.332,9.0193,26.664,6.7802,19.147,1.6738,32.708,13.862,24.0,1.1232,18.465,2.2703,4.8241,2.3432,0.022975,0.83546,0.10463,53.538,43.598,63.907,54.219,59.978,40.942
0.0,good_498,367,0.24063,3697.0,4491.3,26.586,42.465,2702.4,74.995,120.41,0.33745,79.983,49.991,26.094,48.203,23.015,65.713,341.78,94.47,77.091,32.11,8.8928,26.175,6.9844,18.495,1.6637,32.697,13.698,23.832,1.2644,18.762,2.2124,4.9512,2.2699,0.022975,0.83546,0.10463,53.538,43.598,63.641,53.443,58.083,41.244
0.0,good_498,368,0.23886,3713.8,4480.2,26.932,42.505,2700.5,74.78,120.41,0.34112,80.008,49.603,24.394,49.701,23.84,65.684,340.64,94.613,77.469,32.11,8.8928,26.175,6.9844,18.495,1.6637,32.697,13.698,23.832,1.2644,18.762,2.2124,4.9512,2.2699,0.022975,0.83546,0.10463,53.538,43.598,63.353,53.576,62.624,41.484
0.0,good_498,369,0.26135,3676.1,4541.5,26.978,42.344,2703.0,75.243,120.38,0.31896,80.254,48.578,24.364,48.932,22.874,65.74,341.03,94.465,77.336,32.323,8.9164,26.097,6.9592,18.876,1.6277,32.567,13.715,23.869,1.2102,18.467,2.2434,4.81,2.2719,0.022975,0.83546,0.10463,53.538,43.598,62.21,54.437,59.223,41.244
0.0,good_498,370,0.25934,3619.3,4551.4,26.719,42.32,2700.9,75.009,120.42,0.32242,80.06,50.456,25.226,49.126,22.543,65.761,341.02,94.735,77.068,32.323,8.9164,26.097,6.9592,18.876,1.6277,32.567,13.715,23.869,1.2102,18.467,2.2434,4.81,2.2719,0.022975,0.83546,0.10463,53.538,43.598,63.187,54.318,60.447,41.194
0.0,good_498,371,0.24028,3674.4,4490.7,26.746,42.274,2701.9,75.185,120.41,0.32244,80.149,49.649,26.263,49.889,23.128,65.771,340.87,94.676,77.602,32.102,8.7159,26.144,6.9595,19.002,1.6765,32.902,13.83,23.383,1.2689,18.545,2.2814,4.8216,2.244,0.0077757,0.82964,0.10026,52.505,43.775,62.375,54.125,59.616,40.293
0.0,good_498,372,0.23917,3615.0,4491.2,26.808,42.379,2703.5,75.008,120.38,0.32316,80.485,48.057,25.002,48.93,22.216,65.849,341.12,94.646,77.663,32.102,8.7159,26.144,6.9595,19.002,1.6765,32.902,13.83,23.383,1.2689,18.545,2.2814,4.8216,2.244,0.0077757,0.82964,0.10026,52.505,43.775,63.398,54.119,60.854,41.12
0.0,good_498,373,0.25924,3631.5,4493.8,27.232,42.003,2701.5,75.293,120.4,0.332,80.297,50.054,25.152,48.856,22.455,65.887,340.83,94.691,77.165,32.314,8.716,26.181,7.1101,19.307,1.6414,32.782,13.892,23.743,1.3712,18.914,2.2613,4.8131,2.39,0.0077757,0.82964,0.10026,52.505,43.775,63.038,53.75,61.412,40.996
0.0,good_498,374,0.25826,3655.1,4539.1,26.855,42.301,2699.0,74.445,120.37,0.33356,80.041,49.924,25.878,49.289,22.079,65.852,340.75,94.746,76.818,32.314,8.716,26.181,7.1101,19.307,1.6414,32.782,13.892,23.743,1.3712,18.914,2.2613,4.8131,2.39,0.0077757,0.82964,0.10026,52.505,43.775,62.631,53.208,60.932,40.383
0.0,good_498,375,0.23913,3643.0,4442.0,26.732,42.427,2698.0,74.889,120.41,0.34127,80.038,48.526,26.748,50.228,22.644,65.79,341.07,94.824,77.427,32.004,9.0135,25.807,6.7459,19.087,1.6224,33.386,13.949,23.625,1.1429,18.748,2.284,4.9301,2.3303,0.0077757,0.82964,0.10026,52.505,43.775,61.374,53.558,61.185,40.322
0.0,good_498,376,0.24105,3635.8,4505.0,26.576,41.949,2701.5,75.676,120.41,0.34118,80.243,50.082,25.751,50.677,23.291,65.773,341.22,94.904,77.671,32.004,9.0135,25.807,6.7459,19.087,1.6224,33.386,13.949,23.625,1.1429,18.748,2.284,4.9301,2.3303,0.0071024,0.83014,0.10612,53.543,44.11,61.499,52.804,61.929,40.7
0.0,good_498,377,0.26813,3706.7,4446.0,26.975,42.148,2699.8,75.218,120.41,0.34812,80.122,50.149,23.609,49.698,23.275,65.801,340.66,94.687,76.746,31.712,9.0585,26.49,6.8518,18.92,1.6861,33.139,13.956,24.212,1.1943,18.769,2.2034,4.8609,2.3753,0.0071024,0.83014,0.10612,53.543,44.11,63.43,53.98,62.177,40.947
0.0,good_498,378,0.27211,3705.8,4488.8,26.569,42.269,2698.5,75.115,120.4,0.34824,79.91,49.418,26.138,51.206,23.259,65.74,340.71,94.634,77.136,31.712,9.0585,26.49,6.8518,18.92,1.6861,33.139,13.956,24.212,1.1943,18.769,2.2034,4.8609,2.3753,0.0071024,0.83014,0.10612,53.543,44.11,63.445,53.467,61.937,40.548
0.0,good_498,379,0.30173,3683.0,4480.9,27.268,42.217,2700.8,75.062,120.42,0.34954,80.258,49.445,26.789,48.789,21.874,65.714,340.68,94.617,78.031,32.596,8.9376,26.457,6.8305,19.137,1.6707,33.398,13.812,23.743,1.2119,18.908,2.2692,4.8611,2.3049,0.0071024,0.83014,0.10612,53.543,44.11,62.988,53.934,62.278,42.149
