serial_number,date,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_7,sensor_8,sensor_10,sensor_11,sensor_13,sensor_14,sensor_15,failure
10,178,0.0018,-0.0003,642.93,1581.95,553.46,2388.09,1.3,47.63,2388.11,8161.47,8.4147,1
10,179,-0.0018,0.0001,643.05,1589.76,552.67,2388.11,1.3,47.58,2388.06,8153.81,8.4452,1
10,180,-0.0021,0.0003,643.12,1583.34,553.65,2388.11,1.3,47.6,2388.16,8157.72,8.4777,1
10,181,0.0027,0.0,642.46,1594.21,553.87,2388.14,1.3,47.67,2388.13,8148.1,8.4533,1
10,182,-0.0046,-0.0004,642.52,1590.76,551.64,2388.12,1.3,47.6,2388.09,8154.96,8.4713,1
10,183,-0.0027,-0.0004,642.42,1594.6,553.31,2388.11,1.3,47.7,2388.15,8159.47,8.4669,1
10,184,-0.0022,-0.0002,643.28,1590.97,552.38,2388.12,1.3,47.64,2388.1,8152.04,8.4488,1
10,185,0.0026,-0.0003,643.29,1588.29,553.49,2388.04,1.3,47.76,2388.14,8153.39,8.4546,1
10,186,-0.0026,-0.0001,642.89,1591.9,553.36,2388.07,1.3,47.67,2388.11,8158.02,8.4693,1
10,187,0.0004,-0.0004,643.45,1596.16,552.18,2388.06,1.3,47.66,2388.13,8159.82,8.4521,1
10,188,0.0005,0.0001,642.95,1590.16,553.15,2388.1,1.3,47.76,2388.14,8155.74,8.4842,1
10,189,-0.0032,0.0003,643.62,1587.92,552.27,2388.07,1.3,47.55,2388.11,8160.84,8.4361,1
10,190,-0.0,-0.0003,643.61,1589.45,552.72,2388.14,1.3,47.66,2388.1,8160.62,8.4489,1
10,191,-0.001,0.0,642.89,1584.8,553.26,2388.14,1.3,47.89,2388.06,8157.64,8.4584,1
10,192,0.0005,-0.0003,642.54,1598.01,552.89,2388.12,1.3,47.87,2388.11,8169.25,8.4334,1
10,193,-0.0026,0.0002,643.83,1597.95,552.75,2388.16,1.3,47.95,2388.12,8161.13,8.4283,1
10,194,0.0007,0.0005,643.56,1601.8,552.45,2388.1,1.3,47.75,2388.16,8156.65,8.4773,1
10,195,-0.0006,-0.0004,642.87,1591.89,552.44,2388.15,1.3,47.82,2388.11,8169.25,8.4724,1
10,196,0.0002,-0.0002,643.37,1595.69,552.72,2388.12,1.3,47.88,2388.07,8167.99,8.4474,1
10,197,-0.0002,0.0002,642.87,1598.65,553.45,2388.08,1.3,47.86,2388.12,8165.24,8.4712,1
10,198,-0.0028,0.0003,642.91,1597.97,552.9,2388.18,1.3,47.95,2388.16,8162.94,8.4608,1
10,199,-0.0024,-0.0004,642.94,1592.83,552.79,2388.09,1.3,47.67,2388.11,8164.78,8.454,1
10,200,-0.0003,0.0001,642.72,1600.86,552.86,2388.16,1.3,47.91,2388.17,8166.02,8.4866,1
10,201,0.0014,-0.0004,643.42,1593.06,552.7,2388.14,1.3,47.71,2388.18,8164.14,8.4804,1
10,202,0.0033,0.0003,643.03,1597.33,551.74,2388.14,1.3,47.89,2388.14,8163.8,8.4989,1
10,203,0.0028,-0.0001,643.63,1599.49,551.85,2388.15,1.3,48.13,2388.17,8164.04,8.4695,1
10,204,0.0007,-0.0003,643.35,1590.73,552.39,2388.16,1.3,47.86,2388.17,8160.5,8.5224,1
10,205,0.0012,-0.0,643.31,1594.27,552.2,2388.17,1.3,47.88,2388.18,8172.42,8.4756,1
10,206,0.0028,-0.0001,643.71,1594.82,552.09,2388.14,1.3,47.88,2388.21,8167.1,8.5098,1
10,207,-0.0003,0.0004,643.78,1594.05,552.49,2388.15,1.3,47.86,2388.11,8164.65,8.4876,1
10,208,0.0063,-0.0001,643.28,1593.1,552.12,2388.21,1.3,47.98,2388.2,8171.64,8.485,1
10,209,-0.0012,0.0,643.61,1597.31,552.65,2388.11,1.3,47.71,2388.12,8168.44,8.499,1
10,210,-0.0007,0.0001,643.65,1595.0,551.86,2388.09,1.3,47.89,2388.14,8175.98,8.502,1
10,211,-0.0016,0.0002,643.47,1597.16,552.1,2388.19,1.3,48.06,2388.12,8172.44,8.453,1
10,212,0.0017,-0.0001,643.39,1601.69,552.7,2388.17,1.3,47.85,2388.13,8172.54,8.5234,1
10,213,-0.0012,-0.0002,643.87,1613.62,552.14,2388.18,1.3,48.1,2388.14,8170.7,8.4907,1
10,214,-0.0021,-0.0002,643.4,1599.62,552.02,2388.14,1.3,47.89,2388.16,8179.78,8.4933,1
10,215,-0.0037,0.0002,643.01,1600.31,552.17,2388.17,1.3,47.9,2388.16,8174.12,8.5234,1
10,216,-0.0008,-0.0002,643.36,1602.14,552.12,2388.2,1.3,47.91,2388.18,8179.96,8.5054,1
10,217,0.0016,-0.0001,644.35,1603.77,551.76,2388.23,1.3,48.03,2388.16,8172.08,8.526,1
10,218,-0.0029,0.0004,643.7,1598.64,551.45,2388.16,1.3,48.09,2388.22,8173.14,8.4954,1
10,219,-0.0018,0.0004,643.46,1603.54,552.03,2388.15,1.3,48.06,2388.23,8177.31,8.523,1
10,220,-0.0013,0.0002,643.46,1604.91,551.73,2388.25,1.3,47.95,2388.25,8181.11,8.5182,1
10,221,0.0005,-0.0001,644.09,1604.4,551.77,2388.23,1.3,48.08,2388.19,8183.38,8.5312,1
10,222,0.0002,-0.0003,643.66,1599.18,552.7,2388.22,1.3,48.09,2388.16,8183.55,8.5159,1
100,141,-0.0002,-0.0002,642.86,1589.13,553.79,2388.04,1.3,47.54,2388.13,8142.49,8.4557,1
100,142,-0.0009,-0.0003,642.81,1590.02,552.93,2388.14,1.3,47.68,2388.08,8146.01,8.4382,1
100,143,-0.0031,-0.0003,642.83,1588.03,553.04,2388.11,1.3,47.77,2388.13,8145.26,8.4352,1
100,144,-0.0033,-0.0002,642.8,1598.73,552.95,2388.07,1.3,47.71,2388.11,8149.58,8.4737,1
100,145,0.0036,0.0004,643.41,1593.38,552.45,2388.11,1.3,47.71,2388.16,8146.83,8.4459,1
100,146,0.0017,-0.0003,642.77,1597.53,552.33,2388.15,1.3,47.53,2388.16,8144.97,8.4497,1
100,147,-0.0019,0.0003,643.19,1598.86,553.15,2388.14,1.3,47.71,2388.12,8141.9,8.4466,1
100,148,0.0017,0.0003,642.73,1589.99,553.04,2388.12,1.3,47.65,2388.13,8141.62,8.4855,1
100,149,0.0028,-0.0001,643.01,1596.05,552.96,2388.19,1.3,47.83,2388.13,8144.49,8.4962,1
100,150,-0.0001,-0.0003,642.43,1601.62,552.98,2388.09,1.3,47.76,2388.13,8140.0,8.4376,1
100,151,0.0045,0.0003,642.67,1586.29,552.88,2388.17,1.3,47.75,2388.13,8142.62,8.4643,1
100,152,-0.001,-0.0002,643.14,1598.52,552.67,2388.12,1.3,47.79,2388.1,8144.55,8.4919,1
100,153,-0.001,-0.0003,642.87,1594.54,552.67,2388.15,1.3,47.65,2388.14,8143.11,8.4594,1
100,154,0.0003,0.0003,642.99,1597.59,552.55,2388.14,1.3,47.76,2388.16,8146.76,8.475,1
100,155,0.0019,0.0001,642.81,1593.42,552.37,2388.16,1.3,47.88,2388.18,8145.0,8.4722,1
100,156,0.0018,-0.0004,643.04,1592.9,552.58,2388.12,1.3,47.8,2388.14,8134.58,8.4768,1
100,157,0.002,-0.0002,643.17,1595.25,552.59,2388.09,1.3,47.82,2388.14,8144.93,8.4383,1
100,158,0.0014,-0.0002,643.47,1595.56,552.78,2388.09,1.3,47.98,2388.15,8150.68,8.4588,1
100,159,-0.0011,0.0002,643.33,1594.51,553.07,2388.14,1.3,47.73,2388.19,8136.18,8.4446,1
100,160,0.001,0.0001,643.15,1597.87,553.32,2388.17,1.3,47.97,2388.12,8145.44,8.4628,1
100,161,-0.0052,-0.0002,642.92,1594.62,552.62,2388.18,1.3,47.9,2388.11,8138.05,8.4391,1
100,162,0.0014,-0.0,642.97,1594.75,553.33,2388.16,1.3,47.79,2388.16,8139.85,8.4718,1
100,163,0.0009,0.0003,643.34,1593.58,552.34,2388.12,1.3,48.01,2388.15,8144.7,8.4537,1
100,164,-0.0047,-0.0004,642.9,1593.06,552.14,2388.15,1.3,47.86,2388.14,8143.49,8.4723,1
100,165,0.001,0.0004,643.23,1599.78,552.29,2388.17,1.3,47.82,2388.19,8146.01,8.4663,1
100,166,0.0008,-0.0002,643.2,1597.24,551.67,2388.15,1.3,47.64,2388.13,8144.95,8.4679,1
100,167,0.0018,-0.0004,643.57,1596.86,552.52,2388.14,1.3,47.76,2388.17,8147.65,8.4668,1
100,168,-0.0027,-0.0002,642.97,1593.42,552.17,2388.22,1.3,47.81,2388.2,8137.79,8.4975,1
100,169,-0.0019,-0.0003,642.85,1593.42,552.57,2388.13,1.3,47.96,2388.14,8140.16,8.4933,1
100,170,-0.0034,0.0003,642.71,1593.42,552.22,2388.15,1.3,48.01,2388.19,8147.15,8.5044,1
100,171,-0.0005,-0.0004,643.05,1593.56,551.8,2388.19,1.3,47.9,2388.18,8144.03,8.5085,1
100,172,-0.0037,0.0001,642.97,1602.35,552.26,2388.18,1.3,48.05,2388.19,8142.08,8.497,1
100,173,0.0006,0.0004,643.4,1595.53,552.3,2388.22,1.3,47.95,2388.17,8143.13,8.4856,1
100,174,0.0011,0.0002,642.91,1602.24,552.22,2388.16,1.3,48.02,2388.15,8143.61,8.499,1
100,175,-0.0013,-0.0005,642.85,1602.03,551.81,2388.23,1.3,47.69,2388.17,8140.88,8.4851,1
100,176,-0.0017,-0.0003,643.33,1601.44,552.69,2388.18,1.3,47.88,2388.19,8139.27,8.4405,1
100,177,-0.0011,-0.0005,643.34,1593.22,552.7,2388.15,1.3,48.09,2388.18,8142.95,8.5133,1
100,178,0.0005,-0.0003,642.98,1594.8,551.86,2388.18,1.3,47.92,2388.16,8141.85,8.4876,1
100,179,0.002,0.0004,643.22,1599.36,551.83,2388.23,1.3,47.94,2388.19,8138.58,8.5218,1
100,180,-0.001,0.0001,643.64,1595.98,552.05,2388.24,1.3,47.77,2388.22,8138.98,8.515,1
100,181,0.0024,-0.0005,643.25,1597.83,552.24,2388.18,1.3,47.99,2388.22,8139.3,8.5518,1
100,182,0.0007,-0.0001,643.52,1604.31,551.47,2388.19,1.3,47.75,2388.22,8140.87,8.4855,1
100,183,-0.0011,-0.0002,643.34,1594.6,551.83,2388.2,1.3,48.0,2388.23,8144.21,8.5006,1
100,184,0.0027,-0.0004,642.91,1598.88,551.72,2388.25,1.3,47.98,2388.2,8142.28,8.4989,1
100,185,-0.0014,0.0004,643.95,1600.81,551.92,2388.19,1.3,47.75,2388.2,8142.32,8.4804,1
100,186,0.0026,0.0004,643.61,1593.55,552.28,2388.2,1.3,48.06,2388.27,8138.08,8.4735,1
100,187,0.0015,0.0002,643.63,1596.96,551.53,2388.22,1.3,48.04,2388.22,8140.49,8.5087,1
100,188,-0.0008,-0.0002,643.19,1597.77,550.77,2388.26,1.3,48.29,2388.21,8139.94,8.4814,1
100,189,0.0015,0.0001,643.69,1599.85,551.61,2388.18,1.3,47.99,2388.24,8139.78,8.487,1
100,190,-0.0001,0.0002,643.12,1594.45,551.06,2388.21,1.3,47.99,2388.26,8142.28,8.5162,1
100,191,-0.0005,-0.0,643.69,1610.87,551.78,2388.26,1.3,48.07,2388.28,8143.56,8.5092,1
100,192,-0.0009,0.0001,643.53,1601.23,551.14,2388.17,1.3,48.18,2388.21,8143.46,8.4892,1
100,193,-0.0001,0.0002,643.09,1599.81,552.04,2388.29,1.3,48.19,2388.19,8142.02,8.5424,1
100,194,-0.0011,0.0003,643.72,1597.29,551.99,2388.23,1.3,48.12,2388.22,8139.67,8.5215,1
100,195,-0.0002,-0.0001,643.41,1600.04,551.42,2388.23,1.3,48.22,2388.28,8142.9,8.5519,1
100,196,-0.0004,-0.0003,643.49,1597.98,551.43,2388.19,1.3,48.07,2388.26,8137.6,8.4956,1
100,197,-0.0016,-0.0005,643.54,1604.5,550.86,2388.23,1.3,48.04,2388.22,8136.5,8.5139,1
100,198,0.0004,0.0,643.42,1602.46,550.94,2388.24,1.3,48.09,2388.24,8141.05,8.5646,1
100,199,-0.0011,0.0003,643.23,1605.26,550.68,2388.25,1.3,48.39,2388.23,8139.29,8.5389,1
100,200,-0.0032,-0.0005,643.85,1600.38,550.79,2388.26,1.3,48.2,2388.26,8137.33,8.5036,1
100_good,1,-0.0033,0.0003,642.25,1596.57,553.99,2388.07,1.3,47.36,2388.14,8146.76,8.4177,0
100_good,2,0.001,-0.0004,642.37,1589.43,554.33,2388.06,1.3,47.39,2388.1,8143.56,8.4186,0
100_good,3,0.0024,-0.0004,643.13,1588.55,554.24,2388.06,1.3,47.42,2388.09,8146.62,8.4391,0
100_good,4,0.0014,0.0001,642.33,1588.13,553.94,2388.1,1.3,47.5,2387.97,8146.6,8.4274,0
100_good,5,-0.0018,0.0003,641.9,1590.02,553.6,2388.07,1.3,47.4,2388.09,8141.82,8.365,0
100_good,6,-0.0013,-0.0004,642.19,1588.84,553.79,2388.04,1.3,47.37,2388.06,8142.28,8.412,0
100_good,7,-0.0009,-0.0003,642.88,1590.24,553.7,2388.02,1.3,47.54,2388.07,8139.49,8.4064,0
100_good,8,0.0043,0.0002,642.76,1585.19,553.56,2388.07,1.3,47.41,2388.07,8139.02,8.4221,0
100_good,9,0.0022,0.0,642.36,1586.99,553.97,2388.07,1.3,47.41,2388.06,8137.87,8.4469,0
100_good,10,0.005,-0.0002,642.4,1589.51,553.98,2388.06,1.3,47.26,2388.04,8143.77,8.429,0
100_good,11,-0.0011,-0.0005,642.38,1587.75,553.43,2388.02,1.3,47.46,2388.02,8146.18,8.3973,0
100_good,12,-0.0032,0.0004,642.82,1584.34,553.81,2388.07,1.3,47.43,2388.07,8142.0,8.3963,0
100_good,13,0.0004,-0.0005,642.39,1587.66,553.63,2388.01,1.3,47.52,2388.06,8145.4,8.4317,0
100_good,14,0.0037,0.0004,642.2,1591.53,553.2,2388.08,1.3,47.48,2388.08,8137.55,8.4267,0
100_good,15,-0.0011,-0.0001,642.89,1584.27,553.92,2388.08,1.3,47.45,2388.1,8146.1,8.427,0
100_good,16,-0.0001,0.0003,641.85,1585.17,554.67,2388.1,1.3,47.39,2388.09,8137.47,8.4239,0
100_good,17,0.0023,0.0003,641.93,1589.53,554.03,2388.04,1.3,47.17,2388.05,8143.76,8.4283,0
100_good,18,-0.0033,-0.0005,642.68,1587.3,554.24,2388.02,1.3,47.4,2388.04,8143.96,8.3894,0
100_good,19,0.0015,0.0,641.76,1584.41,553.6,2388.08,1.3,47.36,2388.07,8144.05,8.4547,0
100_good,20,-0.0009,0.0,642.25,1589.1,553.46,2388.06,1.3,47.44,2388.09,8141.29,8.4159,0
100_good,21,-0.0,-0.0005,643.12,1592.96,554.4,2388.07,1.3,47.4,2388.04,8143.53,8.403,0
100_good,22,-0.0019,0.0,641.97,1584.66,553.85,2388.07,1.3,47.36,2388.1,8146.07,8.4204,0
100_good,23,-0.0002,0.0001,642.36,1585.63,553.77,2388.07,1.3,47.28,2388.09,8139.37,8.4358,0
100_good,24,0.0017,-0.0001,642.39,1582.67,554.22,2388.06,1.3,47.4,2388.06,8141.12,8.443,0
100_good,25,0.0019,-0.0005,642.8,1591.79,553.44,2388.07,1.3,47.24,2388.08,8135.5,8.4473,0
100_good,26,-0.0003,-0.0,642.37,1593.05,553.96,2388.12,1.3,47.51,2388.07,8138.24,8.4029,0
100_good,27,0.0002,0.0003,642.5,1587.63,553.96,2388.06,1.3,47.36,2388.11,8140.89,8.4242,0
100_good,28,0.0,0.0003,642.5,1586.03,554.32,2388.1,1.3,47.25,2388.07,8144.37,8.4474,0
100_good,29,0.0019,0.0001,642.64,1587.14,552.83,2388.04,1.3,47.33,2388.01,8142.37,8.4258,0
100_good,30,-0.0009,-0.0003,642.4,1586.59,554.08,2388.08,1.3,47.37,2388.03,8141.65,8.4058,0
100_good,31,-0.0002,-0.0003,642.49,1589.08,552.97,2388.02,1.3,47.32,2388.11,8144.22,8.4134,0
100_good,32,0.0014,0.0003,642.83,1591.57,554.13,2388.07,1.3,47.38,2388.05,8143.26,8.4457,0
100_good,33,-0.0029,0.0003,642.08,1586.01,553.56,2388.07,1.3,47.4,2388.08,8139.83,8.4507,0
100_good,34,-0.0035,-0.0004,642.68,1584.24,553.35,2388.06,1.3,47.33,2388.08,8141.62,8.4589,0
100_good,35,0.0003,0.0001,642.34,1588.33,553.57,2388.02,1.3,47.28,2388.06,8139.44,8.4023,0
100_good,36,-0.0019,0.0003,642.1,1589.13,552.88,2388.16,1.3,47.44,2388.03,8142.51,8.447,0
100_good,37,-0.0018,-0.0005,642.35,1584.41,552.92,2388.09,1.3,47.4,2388.08,8145.12,8.4212,0
100_good,38,-0.0033,-0.0003,642.09,1591.0,553.7,2388.03,1.3,47.4,2388.09,8142.76,8.4515,0
100_good,39,0.0021,0.0004,641.96,1584.63,553.62,2388.04,1.3,47.51,2388.09,8147.27,8.4308,0
100_good,40,-0.0007,0.0002,642.55,1586.92,553.36,2388.07,1.3,47.5,2388.04,8143.32,8.4446,0
100_good,41,0.001,0.0001,642.52,1590.51,553.94,2388.04,1.3,47.39,2388.1,8144.18,8.4582,0
100_good,42,-0.0018,-0.0005,641.65,1593.0,553.89,2388.06,1.3,47.43,2388.08,8138.65,8.4419,0
100_good,43,-0.0051,-0.0005,642.8,1587.73,552.69,2388.05,1.3,47.38,2388.02,8144.75,8.4069,0
100_good,44,0.0012,-0.0002,642.34,1593.33,553.79,2388.1,1.3,47.43,2388.06,8138.12,8.4225,0
100_good,45,0.0006,-0.0004,642.11,1595.56,553.38,2388.13,1.3,47.45,2388.09,8143.03,8.4261,0
100_good,46,0.0006,0.0002,641.89,1590.41,553.46,2388.03,1.3,47.4,2388.1,8143.25,8.4179,0
100_good,47,0.0049,-0.0003,642.4,1589.47,553.56,2388.07,1.3,47.33,2388.01,8140.73,8.4014,0
100_good,48,-0.0008,0.0003,642.22,1593.61,554.66,2388.0,1.3,47.43,2388.08,8140.01,8.465,0
100_good,49,0.0018,0.0001,642.71,1587.37,554.22,2388.07,1.3,47.12,2388.07,8144.3,8.384,0
100_good,50,0.0005,0.0004,642.47,1584.2,553.53,2388.07,1.3,47.31,2388.05,8141.99,8.4159,0
100_good,51,0.0004,0.0001,642.61,1586.94,553.46,2388.06,1.3,47.42,2388.06,8140.0,8.4078,0
100_good,52,0.0025,-0.0004,642.89,1588.31,553.95,2388.06,1.3,47.34,2388.06,8142.66,8.3916,0
100_good,53,0.0038,0.0004,642.46,1587.91,553.0,2388.06,1.3,47.48,2388.01,8146.28,8.4381,0
100_good,54,-0.0009,-0.0002,642.56,1588.37,553.89,2388.08,1.3,47.52,2388.09,8135.19,8.4083,0
